product_category_name,total_revenue,order_count,avg_price,avg_review_score
beleza_saude,1233131.72,8647,130.28333016376124,4.18932142097426
relogios_presentes,1166176.98,5495,199.04027649769586,4.071711092003439
cama_mesa_banho,1023434.76,9272,93.43876198301835,3.9248453513064354
esporte_lazer,954852.55,7530,113.25495789348832,4.165075196944378
informatica_acessorios,888724.61,6530,116.26433935112506,3.9886961093585698
moveis_decoracao,711927.6900000001,6307,87.24604044117648,3.956559405940594
utilidades_domesticas,615628.69,5743,90.60024871228843,4.107904085257549
cool_stuff,610204.1,3559,164.12159763313608,4.194632691786392
automotivo,578966.65,3810,139.84701690821257,4.11612588436204
brinquedos,471286.48,3804,116.94453598014888,4.20830207551888
ferramentas_jardim,470495.27999999997,3448,110.23788191190252,4.083254716981132
bebes,400421.84,2809,134.27962441314554,4.078404866508956
perfumaria,390144.65,3086,116.8097754491018,4.21898468008411
telefonia,309860.23,4093,69.94587584650112,3.9943233424159854
moveis_escritorio,268154.31,1254,160.7639748201439,3.516324062877872
papelaria,223788.69,2264,90.74967153284672,4.246838025295798
pcs,218684.14,177,1098.9152763819095,4.219387755102041
pet_shop,211695.64,1688,110.02891891891893,4.216710182767624
instrumentos_musicais,184315.74,611,283.12709677419355,4.221705426356589
eletroportateis,182754.12,609,277.74182370820665,4.226646248085758
unknown,170726.63,1392,111.07783344176968,3.939016393442623
eletronicos,155043.93,2517,56.81345914254305,4.067158671586716
fashion_bolsas_e_acessorios,149329.39,1820,75.22891183879094,4.193417721518987
consoles_games,148003.37,1018,135.90759412304865,4.139017608897127
construcao_ferramentas_construcao,142108.49,736,155.14027292576418,4.088913282107574
malas_acessorios,138701.63,1019,128.78517177344474,4.352283317800559
eletrodomesticos_2,107953.95,227,467.3331168831169,4.156521739130435
casa_construcao,81407.57,483,136.58988255033557,3.95777027027027
eletrodomesticos,78832.48,747,104.55236074270556,4.226364846870839
agro_industria_e_comercio,70566.1,177,342.55388349514567,4.087378640776699
moveis_sala,67350.7,414,136.0620202020202,3.9346938775510205
casa_conforto,58008.450000000004,392,135.21783216783217,3.8618266978922717
telefonia_fixa,55315.21,212,216.92239215686274,3.757936507936508
climatizacao,53323.56,246,184.5105882352941,4.052816901408451
audio,50570.6,348,139.69779005524862,3.835195530726257
portateis_casa_forno_e_cafe,46589.56,72,638.2131506849315,4.438356164383562
moveis_cozinha_area_de_servico_jantar_e_jardim,45531.98,241,166.1751094890511,4.033088235294118
livros_interesse_geral,45302.15,496,84.36154562383614,4.512195121951219
construcao_ferramentas_iluminacao,39957.0,242,132.74750830564784,4.082191780821918
construcao_ferramentas_seguranca,38773.22,159,211.87551912568307,3.967032967032967
industria_comercio_e_negocios,38498.81,232,145.27852830188678,4.125954198473282
alimentos,28731.15,441,57.57745490981964,4.262833675564682
market_place,27795.77,274,91.13367213114755,4.072607260726072
construcao_ferramentas_jardim,25096.28,190,108.17362068965517,4.116379310344827
artes,23657.3,195,120.08781725888325,4.082051282051282
fashion_calcados,23001.46,235,89.49984435797666,4.300395256916996
bebidas,21529.84,287,59.6394459833795,4.119113573407202
sinalizacao_e_seguranca,21315.05,138,108.1982233502538,4.091836734693878
moveis_quarto,19051.8,90,184.96893203883494,4.252427184466019
livros_tecnicos,18702.23,256,71.11114068441064,4.3893129770992365
construcao_ferramentas_ferramentas,15903.95,97,154.40728155339806,4.444444444444445
alimentos_bebidas,14942.88,221,55.54973977695167,4.364312267657993
fashion_roupa_masculina,10452.33,106,83.61864,3.7580645161290325
fashion_underwear_e_moda_praia,9305.95,117,73.27519685039371,4.0476190476190474
artigos_de_natal,8737.84,125,58.25226666666667,4.06993006993007
tablets_impressao_imagem,7528.41,79,90.70373493975903,4.1234567901234565
cine_foto,6674.47,63,95.34957142857144,4.285714285714286
musica,6034.35,38,158.79868421052632,4.2105263157894735
dvds_blu_ray,4542.59,56,74.46868852459016,4.180327868852459
artigos_de_festas,4465.1900000000005,38,106.31404761904763,3.8333333333333335
livros_importados,4418.86,50,77.5238596491228,4.508771929824562
moveis_colchao_e_estofado,4323.38,37,116.84810810810811,3.891891891891892
portateis_cozinha_e_preparadores_de_alimentos,3933.63,13,280.97357142857146,3.4285714285714284
fashion_roupa_feminina,2634.94,36,58.55422222222222,3.933333333333333
fashion_esporte,2094.52,26,72.2248275862069,4.344827586206897
la_cuisine,2054.99,13,146.785,4.0
artes_e_artesanato,1814.01,23,75.58375,4.125
fraldas_higiene,1500.79,25,40.56189189189189,3.3783783783783785
pc_gamer,1306.95,7,163.36875,3.625
flores,1110.04,29,33.63757575757575,4.419354838709677
casa_conforto_2,760.27,24,25.342333333333332,3.6296296296296298
cds_dvds_musicais,730.0,12,52.142857142857146,4.642857142857143
fashion_roupa_infanto_juvenil,519.95,7,74.27857142857144,5.0
seguros_e_servicos,283.28999999999996,2,141.64499999999998,2.5
